Tipo elemento,Logica,ID Classe,Classe,ID attributo,Tipologia,Nome attributo,Tipo attributo,Accessibilita,Visibilita,Argomenti,Valore,Riferimenti
classe,Stazione.LdS,1,MainClass_C1,1,stato FSM,stato,Enumerator:Stateenumerator,protetto,si,,,{27}
classe,Stazione.LdS,1,MainClass_C1,,parametro locale,mainclass_c1_parametro_p10,BasicType:Integer,privato,no,,,
classe,Stazione.LdS,1,MainClass_C1,,parametro locale,mainclass_c1_parametro_p5,BasicType:Boolean,pubblico,no,,,
classe,Stazione.LdS,1,MainClass_C1,,parametro locale,mainclass_c1_parametro_p7,BasicType:Integer,pubblico,no,,,
classe,Stazione.LdS,1,MainClass_C1,,parametro locale,mainclass_c1_parametro_p8,Enumerator:Enumerator_4,pubblico,no,,,
classe,Stazione.LdS,1,MainClass_C1,40,comando manuale leggero,eventMainclass_c1_command_comm1,,pubblico,si,,,{41}
classe,Stazione.LdS,1,MainClass_C1,42,comando manuale leggero,eventMainclass_c1_command_comm9DaSender1f7f1f8e,,pubblico,si,,,{43}
classe,Stazione.LdS,1,MainClass_C1,41,risposta comando manuale,eventMainclass_c1_command_comm1_response,CommandReponse:Enum_response,privato,si,,,{40}
classe,Stazione.LdS,1,MainClass_C1,43,risposta comando manuale,eventMainclass_c1_command_comm9DaSender1f7f1f8e_response,CommandReponse:Enum_response,privato,si,,,{42}
classe,Stazione.LdS,2,SubClass_C2,1,stato FSM,stato,Enumerator:Stateenumerator,protetto,si,,,{3}
classe,Stazione.LdS,2,SubClass_C2,,parametro locale,subclass_c2_parametro_p2,BasicType:Integer,privato,no,,,
classe,Stazione.LdS,2,SubClass_C2,,parametro locale,subclass_c2_parametro_p3,Enumerator:Enumerator_1,privato,no,,,
classe,Stazione.LdS,2,SubClass_C2,,parametro locale,subclass_c2_parametro_p6,BasicType:Integer,pubblico,no,,,
classe,Stazione.LdS,2,SubClass_C2,30,comando manuale pesante,eventSubclass_c2_command_comm10,,pubblico,si,,,{31}
classe,Stazione.LdS,2,SubClass_C2,31,risposta comando manuale,eventSubclass_c2_command_comm10_response,CommandReponse:Enum_response,privato,si,,,{30}
