Tipo elemento,Logica,ID Classe,Classe,ID attributo,Tipologia,Nome attributo,Tipo attributo,Accessibilita,Visibilita,Argomenti,Valore,Riferimenti
classe,Stazione.LdS,1,MainClass_C1,1,stato FSM,stato,Enumerator:Stateenumerator,protetto,si,,,{25}
classe,Stazione.LdS,1,MainClass_C1,,parametro locale,mainclass_c1_parametro_p4,Enumerator:Enumerator_3,pubblico,no,,,
classe,Stazione.LdS,1,MainClass_C1,14,variabile,mainclass_c1_previousva_pv1,BasicType:Integer,pubblico,si,,,{15}
classe,Stazione.LdS,1,MainClass_C1,16,variabile,mainclass_c1_restoreva_rv1,BasicType:Boolean,protetto,si,,,{17}
classe,Stazione.LdS,1,MainClass_C1,18,variabile,mainclass_c1_restoreva_rv2,BasicType:Integer,pubblico,si,,,{19}
classe,Stazione.LdS,1,MainClass_C1,20,variabile,mainclass_c1_variabile_v10,BasicType:Integer,privato,si,,,{}
classe,Stazione.LdS,1,MainClass_C1,21,variabile,mainclass_c1_variabile_v3,Enumerator:Enumerator_4,pubblico,si,,,{}
classe,Stazione.LdS,1,MainClass_C1,22,variabile,mainclass_c1_variabile_v5,BasicType:Boolean,pubblico,si,,,{}
classe,Stazione.LdS,1,MainClass_C1,23,variabile,mainclass_c1_variabile_v8,Enumerator:Enumerator_2,pubblico,si,,,{}
classe,Stazione.LdS,1,MainClass_C1,24,variabile,mainclass_c1_variabile_v9,BasicType:Integer,privato,si,,,{}
classe,Stazione.LdS,1,MainClass_C1,15,variabile precedente,mainclass_c1_previousva_pv1_prev,BasicType:Integer,protetto,si,,,{14}
classe,Stazione.LdS,1,MainClass_C1,11,variabile precedente,mainclass_c1_previousco_c1_prev,BasicType:Boolean,privato,si,,,{10}
classe,Stazione.LdS,1,MainClass_C1,13,variabile precedente,mainclass_c1_previousco_c2_prev,BasicType:Boolean,privato,si,,,{12}
classe,Stazione.LdS,1,MainClass_C1,17,variabile ripristino,mainclass_c1_restoreva_rv1_restore,BasicType:Boolean,protetto,si,,,{16}
classe,Stazione.LdS,1,MainClass_C1,19,variabile ripristino,mainclass_c1_restoreva_rv2_restore,BasicType:Integer,protetto,si,,,{18}
classe,Stazione.LdS,1,MainClass_C1,25,variabile ripristino,stato_restore,Enumerator:Stateenumerator,protetto,si,,,{1}
classe,Stazione.LdS,1,MainClass_C1,3,comando output,mainclass_c1_comando_c10,BasicType:Boolean,privato,si,,true,
classe,Stazione.LdS,1,MainClass_C1,4,comando output,mainclass_c1_comando_c3,Enumerator:Enumerator_2,privato,si,,avviox,
classe,Stazione.LdS,1,MainClass_C1,5,comando output,mainclass_c1_comando_c5,BasicType:Boolean,privato,si,,true,
classe,Stazione.LdS,1,MainClass_C1,6,comando output,mainclass_c1_comando_c8,Enumerator:Enumerator_4,privato,si,,c270x,
classe,Stazione.LdS,1,MainClass_C1,7,comando output,mainclass_c1_comando_c9,Enumerator:Enumerator_4,privato,si,,c270x,
classe,Stazione.LdS,1,MainClass_C1,2,controllo input,consdef,BasicType:Boolean,pubblico,si,,true,{}
classe,Stazione.LdS,1,MainClass_C1,8,controllo input,mainclass_c1_controllo_c6,Enumerator:Enumerator_3,pubblico,si,,ac,{}
classe,Stazione.LdS,1,MainClass_C1,9,controllo input,mainclass_c1_controllo_c7,BasicType:Boolean,pubblico,si,,true,{}
classe,Stazione.LdS,1,MainClass_C1,10,controllo input,mainclass_c1_previousco_c1,BasicType:Boolean,privato,si,,true,{11}
classe,Stazione.LdS,1,MainClass_C1,12,controllo input,mainclass_c1_previousco_c2,BasicType:Boolean,privato,si,,false,{13}
classe,Stazione.LdS,1,MainClass_C1,27,timer,mainclass_c1_restoreti_ti1,Timer:TimerState,pubblico,si,,43000,{26}
classe,Stazione.LdS,1,MainClass_C1,29,timer,mainclass_c1_restoreti_ti2,Timer:TimerState,privato,si,,3000,{28}
classe,Stazione.LdS,1,MainClass_C1,30,timer,mainclass_c1_timer_t3,Timer:TimerState,pubblico,si,,5403000,{}
classe,Stazione.LdS,1,MainClass_C1,31,timer,mainclass_c1_timer_t4,Timer:TimerState,pubblico,si,,240000,{}
classe,Stazione.LdS,1,MainClass_C1,32,timer,mainclass_c1_timer_t7,Timer:TimerState,pubblico,si,,3215000,{}
classe,Stazione.LdS,1,MainClass_C1,33,timer,mainclass_c1_timer_t8,Timer:TimerState,pubblico,si,,4215000,{}
classe,Stazione.LdS,1,MainClass_C1,26,variabile ripristino,mainclass_c1_restoreti_ti1_restore,Timer:TimerState,protetto,si,,43000,{27}
classe,Stazione.LdS,1,MainClass_C1,28,variabile ripristino,mainclass_c1_restoreti_ti2_restore,Timer:TimerState,privato,si,,3000,{29}
classe,Stazione.LdS,1,MainClass_C1,34,contatore,mainclass_c1_contatore_co1,Counter,pubblico,si,,0,
classe,Stazione.LdS,1,MainClass_C1,,comando automatico,eventMainclass_c1_command_comm2,,pubblico,no,{},,
classe,Stazione.LdS,1,MainClass_C1,,comando automatico,eventMainclass_c1_command_comm6,,pubblico,no,{},,
classe,Stazione.LdS,1,MainClass_C1,35,comando manuale pesante,eventMainclass_c1_command_comm1,,pubblico,si,,,{36}
classe,Stazione.LdS,1,MainClass_C1,37,comando manuale pesante,eventMainclass_c1_command_comm10,,pubblico,si,,,{38}
classe,Stazione.LdS,1,MainClass_C1,36,risposta comando manuale,eventMainclass_c1_command_comm1_response,CommandReponse:Enum_response,privato,si,,,{35}
classe,Stazione.LdS,1,MainClass_C1,38,risposta comando manuale,eventMainclass_c1_command_comm10_response,CommandReponse:Enum_response,privato,si,,,{37}
classe,Stazione.LdS,1,MainClass_C1,,macro verifica,macroMainclass_c1_macrove_m1,BasicType:Boolean,pubblico,no,{},,
classe,Stazione.LdS,1,MainClass_C1,,macro verifica,macroMainclass_c1_macrove_m2,BasicType:Boolean,pubblico,no,{argomento_ave2=Enumerator:Enumerator_4;argomento_ave3=Enumerator:Enumerator_4;argomento_ave6=Enumerator:Enumerator_1;argomento_ave8=BasicType:Boolean;argomento_ave9=BasicType:Boolean},,
classe,Stazione.LdS,1,MainClass_C1,,macro verifica,macroMainclass_c1_macrove_m4,BasicType:Boolean,pubblico,no,{},,
classe,Stazione.LdS,1,MainClass_C1,,macro effetto,macroMainclass_c1_macroef_m3,,privato,no,{},,
classe,Stazione.LdS,1,MainClass_C1,,macro valorizzata,macroMainclass_c1_macrova_m6,Enumerator:Enumerator_2,pubblico,no,{argomento_a10=Enumerator:Enumerator_1;argomento_a2=BasicType:Boolean;argomento_a6=Enumerator:Enumerator_1},,
