Logica,ID Classe,Classe,Nome enumerazione,Tipologia,Valori
Stazione.LdS,1,MainClass_C1,Enumerator_0,insieme,{avanzamentox=0;c270xx=1}
Stazione.LdS,1,MainClass_C1,Enumerator_1,insieme,{spento=5;gialloxverdex=6}
Stazione.LdS,1,MainClass_C1,Enumerator_2,insieme,{rosso=11;avviox=12}
Stazione.LdS,1,MainClass_C1,Enumerator_3,insieme,{rossogiallox=17;ac=18}
Stazione.LdS,1,MainClass_C1,Enumerator_4,insieme,{c180x=23;c270x=24}
Stazione.LdS,2,SubClass_C2,Enumerator_0,insieme,{c120x=2;c75giallo=3}
Stazione.LdS,2,SubClass_C2,Enumerator_1,insieme,{c270=7;rossogialloxverdex=8}
Stazione.LdS,2,SubClass_C2,Enumerator_2,insieme,{giallox=13;avvio=14}
Stazione.LdS,2,SubClass_C2,Enumerator_3,insieme,{gialloverde=19;rossogiallo=20}
Stazione.LdS,2,SubClass_C2,Enumerator_4,insieme,{rossogiallogiallo=25;verde=26}
Stazione.LdS,3,SubClass_C3,Enumerator_0,insieme,{giallogiallo=4;spento=5}
Stazione.LdS,3,SubClass_C3,Enumerator_1,insieme,{avanzamento=9;rossoverde=10}
Stazione.LdS,3,SubClass_C3,Enumerator_2,insieme,{gialloaverdea=15;rossogialloverde=16}
Stazione.LdS,3,SubClass_C3,Enumerator_3,insieme,{rossogialloaverdea=21;c120=22}
Stazione.LdS,3,SubClass_C3,Enumerator_4,insieme,{c180=27;avanzamentox=0}
,,CommandResponse,Enum_response,insieme,{LDS_MANCMD_NOOP=0;LDS_MANCMD_PROCESSED=1;LDS_MANCMD_UNEXPECTED=2;LDS_MANCMD_BLOCKED=3}
Stazione.LdS,1,MainClass_C1,Stateenumerator,insieme,{state1=0;state2=1;StatoIniziale=2}
Stazione.LdS,2,SubClass_C2,Stateenumerator,insieme,{state1=0;StatoIniziale=1}
Stazione.LdS,3,SubClass_C3,Stateenumerator,insieme,{state1=0;StatoIniziale=1}
,,Timer,TimerState,insieme,{Disattivo=0;Attivo=1;Scaduto=2}
