Tipo elemento,Logica,ID Classe,Classe,ID attributo,Tipologia,Nome attributo,Tipo attributo,Accessibilita,Visibilita,Argomenti,Valore,Riferimenti
classe,Stazione.LdS,1,MainClass_C1,1,stato FSM,stato,Enumerator:Stateenumerator,protetto,si,,,{20}
classe,Stazione.LdS,1,MainClass_C1,,parametro locale,mainclass_c1_parametro_p10,Enumerator:Enumerator_4,pubblico,no,,,
classe,Stazione.LdS,1,MainClass_C1,,parametro locale,mainclass_c1_parametro_p8,BasicType:Integer,pubblico,no,,,
classe,Stazione.LdS,1,MainClass_C1,11,variabile,mainclass_c1_previousva_pv1,BasicType:Integer,privato,si,,,{12}
classe,Stazione.LdS,1,MainClass_C1,13,variabile,mainclass_c1_restoreva_rv1,BasicType:Integer,protetto,si,,,{14}
classe,Stazione.LdS,1,MainClass_C1,15,variabile,mainclass_c1_variabile_v1,Enumerator:Enumerator_1,privato,si,,,{}
classe,Stazione.LdS,1,MainClass_C1,16,variabile,mainclass_c1_variabile_v10,BasicType:Integer,protetto,si,,,{}
classe,Stazione.LdS,1,MainClass_C1,17,variabile,mainclass_c1_variabile_v2,Enumerator:Enumerator_3,privato,si,,,{}
classe,Stazione.LdS,1,MainClass_C1,18,variabile,mainclass_c1_variabile_v5,Enumerator:Enumerator_3,privato,si,,,{}
classe,Stazione.LdS,1,MainClass_C1,19,variabile,mainclass_c1_variabile_v6,BasicType:Boolean,protetto,si,,,{}
classe,Stazione.LdS,1,MainClass_C1,12,variabile precedente,mainclass_c1_previousva_pv1_prev,BasicType:Integer,privato,si,,,{11}
classe,Stazione.LdS,1,MainClass_C1,10,variabile precedente,mainclass_c1_previousco_c1_prev,Enumerator:Enumerator_4,protetto,si,,,{9}
classe,Stazione.LdS,1,MainClass_C1,14,variabile ripristino,mainclass_c1_restoreva_rv1_restore,BasicType:Integer,protetto,si,,,{13}
classe,Stazione.LdS,1,MainClass_C1,20,variabile ripristino,stato_restore,Enumerator:Stateenumerator,protetto,si,,,{1}
classe,Stazione.LdS,1,MainClass_C1,3,comando output,mainclass_c1_comando_c2,Enumerator:Enumerator_3,privato,si,,c120,
classe,Stazione.LdS,1,MainClass_C1,4,comando output,mainclass_c1_comando_c5,BasicType:Boolean,privato,si,,true,
classe,Stazione.LdS,1,MainClass_C1,5,comando output,mainclass_c1_comando_c6,BasicType:Boolean,privato,si,,false,
classe,Stazione.LdS,1,MainClass_C1,6,comando output,mainclass_c1_comando_c8,BasicType:Boolean,privato,si,,false,
classe,Stazione.LdS,1,MainClass_C1,7,comando output,mainclass_c1_comando_c9,Enumerator:Enumerator_4,privato,si,,spento,
classe,Stazione.LdS,1,MainClass_C1,2,controllo input,consdef,BasicType:Boolean,pubblico,si,,true,{}
classe,Stazione.LdS,1,MainClass_C1,8,controllo input,mainclass_c1_controllo_c10,Enumerator:Enumerator_2,pubblico,si,,c180x,{}
classe,Stazione.LdS,1,MainClass_C1,9,controllo input,mainclass_c1_previousco_c1,Enumerator:Enumerator_4,pubblico,si,,spento,{10}
classe,Stazione.LdS,1,MainClass_C1,22,timer,mainclass_c1_restoreti_ti1,Timer:TimerState,pubblico,si,,42000,{21}
classe,Stazione.LdS,1,MainClass_C1,24,timer,mainclass_c1_restoreti_ti2,Timer:TimerState,privato,si,,205000,{23}
classe,Stazione.LdS,1,MainClass_C1,26,timer,mainclass_c1_restoreti_ti3,Timer:TimerState,pubblico,si,,534000,{25}
classe,Stazione.LdS,1,MainClass_C1,28,timer,mainclass_c1_restoreti_ti4,Timer:TimerState,privato,si,,4120000,{27}
classe,Stazione.LdS,1,MainClass_C1,30,timer,mainclass_c1_restoreti_ti5,Timer:TimerState,pubblico,si,,2000,{29}
classe,Stazione.LdS,1,MainClass_C1,31,timer,mainclass_c1_timer_t4,Timer:TimerState,privato,si,,4341000,{}
classe,Stazione.LdS,1,MainClass_C1,32,timer,mainclass_c1_timer_t9,Timer:TimerState,pubblico,si,,2000,{}
classe,Stazione.LdS,1,MainClass_C1,21,variabile ripristino,mainclass_c1_restoreti_ti1_restore,Timer:TimerState,protetto,si,,42000,{22}
classe,Stazione.LdS,1,MainClass_C1,23,variabile ripristino,mainclass_c1_restoreti_ti2_restore,Timer:TimerState,privato,si,,205000,{24}
classe,Stazione.LdS,1,MainClass_C1,25,variabile ripristino,mainclass_c1_restoreti_ti3_restore,Timer:TimerState,protetto,si,,534000,{26}
classe,Stazione.LdS,1,MainClass_C1,27,variabile ripristino,mainclass_c1_restoreti_ti4_restore,Timer:TimerState,privato,si,,4120000,{28}
classe,Stazione.LdS,1,MainClass_C1,29,variabile ripristino,mainclass_c1_restoreti_ti5_restore,Timer:TimerState,protetto,si,,2000,{30}
classe,Stazione.LdS,1,MainClass_C1,33,contatore,mainclass_c1_contatore_co1,Counter,protetto,si,,0,
classe,Stazione.LdS,1,MainClass_C1,34,contatore,mainclass_c1_contatore_co2,Counter,privato,si,,0,
