Tipo elemento,Logica,ID Classe,Classe,ID attributo,Tipologia,Nome attributo,Tipo attributo,Accessibilita,Visibilita,Argomenti,Valore,Riferimenti
classe,Stazione.LdS,1,MainClass_C1,1,stato FSM,stato,Enumerator:Stateenumerator,protetto,si,,,{29}
classe,Stazione.LdS,1,MainClass_C1,,parametro locale,mainclass_c1_parametro_p4,BasicType:Integer,privato,no,,,
classe,Stazione.LdS,1,MainClass_C1,,parametro locale,mainclass_c1_parametro_p6,Enumerator:Enumerator_4,pubblico,no,,,
classe,Stazione.LdS,1,MainClass_C1,,parametro locale,mainclass_c1_parametro_p8,BasicType:Integer,pubblico,no,,,
classe,Stazione.LdS,1,MainClass_C1,9,variabile,mainclass_c1_previousva_pv1,BasicType:Boolean,protetto,si,,,{10}
classe,Stazione.LdS,1,MainClass_C1,11,variabile,mainclass_c1_previousva_pv2,Enumerator:Enumerator_3,pubblico,si,,,{12}
classe,Stazione.LdS,1,MainClass_C1,13,variabile,mainclass_c1_previousva_pv3,BasicType:Integer,privato,si,,,{14}
classe,Stazione.LdS,1,MainClass_C1,15,variabile,mainclass_c1_previousva_pv4,Enumerator:Enumerator_4,pubblico,si,,,{16}
classe,Stazione.LdS,1,MainClass_C1,17,variabile,mainclass_c1_previousva_pv5,BasicType:Integer,privato,si,,,{18}
classe,Stazione.LdS,1,MainClass_C1,19,variabile,mainclass_c1_restoreva_rv1,BasicType:Boolean,protetto,si,,,{20}
classe,Stazione.LdS,1,MainClass_C1,21,variabile,mainclass_c1_restoreva_rv2,BasicType:Integer,protetto,si,,,{22}
classe,Stazione.LdS,1,MainClass_C1,23,variabile,mainclass_c1_restoreva_rv3,Enumerator:Enumerator_3,pubblico,si,,,{24}
classe,Stazione.LdS,1,MainClass_C1,25,variabile,mainclass_c1_variabile_v1,BasicType:Integer,privato,si,,,{}
classe,Stazione.LdS,1,MainClass_C1,26,variabile,mainclass_c1_variabile_v3,BasicType:Boolean,protetto,si,,,{}
classe,Stazione.LdS,1,MainClass_C1,27,variabile,mainclass_c1_variabile_v4,BasicType:Boolean,protetto,si,,,{}
classe,Stazione.LdS,1,MainClass_C1,28,variabile,mainclass_c1_variabile_v9,BasicType:Integer,protetto,si,,,{}
classe,Stazione.LdS,1,MainClass_C1,10,variabile precedente,mainclass_c1_previousva_pv1_prev,BasicType:Boolean,protetto,si,,,{9}
classe,Stazione.LdS,1,MainClass_C1,12,variabile precedente,mainclass_c1_previousva_pv2_prev,Enumerator:Enumerator_3,protetto,si,,,{11}
classe,Stazione.LdS,1,MainClass_C1,14,variabile precedente,mainclass_c1_previousva_pv3_prev,BasicType:Integer,privato,si,,,{13}
classe,Stazione.LdS,1,MainClass_C1,16,variabile precedente,mainclass_c1_previousva_pv4_prev,Enumerator:Enumerator_4,protetto,si,,,{15}
classe,Stazione.LdS,1,MainClass_C1,18,variabile precedente,mainclass_c1_previousva_pv5_prev,BasicType:Integer,privato,si,,,{17}
classe,Stazione.LdS,1,MainClass_C1,6,variabile precedente,mainclass_c1_previousco_c2_prev,BasicType:Boolean,privato,si,,,{5}
classe,Stazione.LdS,1,MainClass_C1,8,variabile precedente,mainclass_c1_previousco_c4_prev,Enumerator:Enumerator_2,privato,si,,,{7}
classe,Stazione.LdS,1,MainClass_C1,20,variabile ripristino,mainclass_c1_restoreva_rv1_restore,BasicType:Boolean,protetto,si,,,{19}
classe,Stazione.LdS,1,MainClass_C1,22,variabile ripristino,mainclass_c1_restoreva_rv2_restore,BasicType:Integer,protetto,si,,,{21}
classe,Stazione.LdS,1,MainClass_C1,24,variabile ripristino,mainclass_c1_restoreva_rv3_restore,Enumerator:Enumerator_3,protetto,si,,,{23}
classe,Stazione.LdS,1,MainClass_C1,29,variabile ripristino,stato_restore,Enumerator:Stateenumerator,protetto,si,,,{1}
classe,Stazione.LdS,1,MainClass_C1,3,comando output,mainclass_c1_comando_c8,Enumerator:Enumerator_2,privato,si,,ac,
classe,Stazione.LdS,1,MainClass_C1,2,controllo input,consdef,BasicType:Boolean,pubblico,si,,true,{}
classe,Stazione.LdS,1,MainClass_C1,4,controllo input,mainclass_c1_controllo_c7,Enumerator:Enumerator_4,privato,si,,c270xx,{}
classe,Stazione.LdS,1,MainClass_C1,5,controllo input,mainclass_c1_previousco_c2,BasicType:Boolean,privato,si,,false,{6}
classe,Stazione.LdS,1,MainClass_C1,7,controllo input,mainclass_c1_previousco_c4,Enumerator:Enumerator_2,privato,si,,ac,{8}
classe,Stazione.LdS,1,MainClass_C1,31,timer,mainclass_c1_restoreti_ti1,Timer:TimerState,pubblico,si,,42000,{30}
classe,Stazione.LdS,1,MainClass_C1,33,timer,mainclass_c1_restoreti_ti2,Timer:TimerState,pubblico,si,,51000,{32}
classe,Stazione.LdS,1,MainClass_C1,35,timer,mainclass_c1_restoreti_ti3,Timer:TimerState,pubblico,si,,3453000,{34}
classe,Stazione.LdS,1,MainClass_C1,36,timer,mainclass_c1_timer_t5,Timer:TimerState,privato,si,,230000,{}
classe,Stazione.LdS,1,MainClass_C1,30,variabile ripristino,mainclass_c1_restoreti_ti1_restore,Timer:TimerState,protetto,si,,42000,{31}
classe,Stazione.LdS,1,MainClass_C1,32,variabile ripristino,mainclass_c1_restoreti_ti2_restore,Timer:TimerState,protetto,si,,51000,{33}
classe,Stazione.LdS,1,MainClass_C1,34,variabile ripristino,mainclass_c1_restoreti_ti3_restore,Timer:TimerState,protetto,si,,3453000,{35}
classe,Stazione.LdS,1,MainClass_C1,37,contatore,mainclass_c1_contatore_co5,Counter,pubblico,si,,0,
classe,Stazione.LdS,1,MainClass_C1,38,contatore,mainclass_c1_contatore_co8,Counter,protetto,si,,0,
classe,Stazione.LdS,1,MainClass_C1,,macro verifica,macroMainclass_c1_macrove_m10,BasicType:Boolean,pubblico,no,{},,
classe,Stazione.LdS,1,MainClass_C1,,macro verifica,macroMainclass_c1_macrove_m2,BasicType:Boolean,pubblico,no,{argomento_ave10=Enumerator:Enumerator_3;argomento_ave4=BasicType:Boolean;argomento_ave6=Enumerator:Enumerator_4;argomento_ave8=BasicType:Boolean},,
classe,Stazione.LdS,1,MainClass_C1,,macro verifica,macroMainclass_c1_macrove_m5,BasicType:Boolean,pubblico,no,{argomento_ave1=BasicType:Boolean;argomento_ave2=Enumerator:Enumerator_3;argomento_ave3=BasicType:Boolean;argomento_ave7=Enumerator:Enumerator_3;argomento_ave9=BasicType:Boolean},,
