Tipo elemento,Logica,ID Classe,Classe,ID attributo,Tipologia,Nome attributo,Tipo attributo,Accessibilita,Visibilita,Argomenti,Valore,Riferimenti
classe,Stazione.LdS,1,MainClass_C1,1,stato FSM,stato,Enumerator:Stateenumerator,protetto,si,,,{27}
classe,Stazione.LdS,1,MainClass_C1,,parametro locale,mainclass_c1_parametro_p10,BasicType:Integer,privato,no,,,
classe,Stazione.LdS,1,MainClass_C1,,parametro locale,mainclass_c1_parametro_p5,BasicType:Boolean,pubblico,no,,,
classe,Stazione.LdS,1,MainClass_C1,,parametro locale,mainclass_c1_parametro_p7,BasicType:Integer,pubblico,no,,,
classe,Stazione.LdS,1,MainClass_C1,,parametro locale,mainclass_c1_parametro_p8,Enumerator:Enumerator_4,pubblico,no,,,
classe,Stazione.LdS,1,MainClass_C1,18,variabile,mainclass_c1_previousva_pv1,BasicType:Integer,protetto,si,,,{19}
classe,Stazione.LdS,1,MainClass_C1,20,variabile,mainclass_c1_previousva_pv2,BasicType:Boolean,pubblico,si,,,{21}
classe,Stazione.LdS,1,MainClass_C1,22,variabile,mainclass_c1_previousva_pv3,BasicType:Integer,privato,si,,,{23}
classe,Stazione.LdS,1,MainClass_C1,24,variabile,mainclass_c1_restoreva_rv1,BasicType:Integer,protetto,si,,,{25}
classe,Stazione.LdS,1,MainClass_C1,26,variabile,mainclass_c1_variabile_v7,BasicType:Integer,pubblico,si,,,{}
classe,Stazione.LdS,1,MainClass_C1,19,variabile precedente,mainclass_c1_previousva_pv1_prev,BasicType:Integer,protetto,si,,,{18}
classe,Stazione.LdS,1,MainClass_C1,21,variabile precedente,mainclass_c1_previousva_pv2_prev,BasicType:Boolean,protetto,si,,,{20}
classe,Stazione.LdS,1,MainClass_C1,23,variabile precedente,mainclass_c1_previousva_pv3_prev,BasicType:Integer,privato,si,,,{22}
classe,Stazione.LdS,1,MainClass_C1,11,variabile precedente,mainclass_c1_previousco_c2_prev,BasicType:Boolean,protetto,si,,,{10}
classe,Stazione.LdS,1,MainClass_C1,13,variabile precedente,mainclass_c1_previousco_c5_prev,BasicType:Boolean,privato,si,,,{12}
classe,Stazione.LdS,1,MainClass_C1,15,variabile precedente,mainclass_c1_previousco_c7_prev,Enumerator:Enumerator_4,protetto,si,,,{14}
classe,Stazione.LdS,1,MainClass_C1,17,variabile precedente,mainclass_c1_previousco_c8_prev,BasicType:Boolean,privato,si,,,{16}
classe,Stazione.LdS,1,MainClass_C1,25,variabile ripristino,mainclass_c1_restoreva_rv1_restore,BasicType:Integer,protetto,si,,,{24}
classe,Stazione.LdS,1,MainClass_C1,27,variabile ripristino,stato_restore,Enumerator:Stateenumerator,protetto,si,,,{1}
classe,Stazione.LdS,1,MainClass_C1,3,comando output,mainclass_c1_comando_c1,Enumerator:Enumerator_3,privato,si,,c270xx,
classe,Stazione.LdS,1,MainClass_C1,4,comando output,mainclass_c1_comando_c10,Enumerator:Enumerator_4,privato,si,,gialloxverdex,
classe,Stazione.LdS,1,MainClass_C1,5,comando output,mainclass_c1_comando_c4,Enumerator:Enumerator_4,privato,si,,gialloxverdex,
classe,Stazione.LdS,1,MainClass_C1,6,comando output,mainclass_c1_comando_c6,BasicType:Boolean,privato,si,,false,
classe,Stazione.LdS,1,MainClass_C1,7,comando output,mainclass_c1_comando_c9,Enumerator:Enumerator_1,privato,si,,rosso,
classe,Stazione.LdS,1,MainClass_C1,2,controllo input,consdef,BasicType:Boolean,pubblico,si,,true,{}
classe,Stazione.LdS,1,MainClass_C1,8,controllo input,mainclass_c1_controllo_c3,BasicType:Boolean,pubblico,si,,false,{}
classe,Stazione.LdS,1,MainClass_C1,9,controllo input,mainclass_c1_controllo_c9,Enumerator:Enumerator_4,pubblico,si,,gialloxverdex,{}
classe,Stazione.LdS,1,MainClass_C1,10,controllo input,mainclass_c1_previousco_c2,BasicType:Boolean,pubblico,si,,true,{11}
classe,Stazione.LdS,1,MainClass_C1,12,controllo input,mainclass_c1_previousco_c5,BasicType:Boolean,privato,si,,true,{13}
classe,Stazione.LdS,1,MainClass_C1,14,controllo input,mainclass_c1_previousco_c7,Enumerator:Enumerator_4,pubblico,si,,gialloxverdex,{15}
classe,Stazione.LdS,1,MainClass_C1,16,controllo input,mainclass_c1_previousco_c8,BasicType:Boolean,privato,si,,false,{17}
classe,Stazione.LdS,1,MainClass_C1,29,timer,mainclass_c1_restoreti_ti1,Timer:TimerState,protetto,si,,130000,{28}
classe,Stazione.LdS,1,MainClass_C1,31,timer,mainclass_c1_restoreti_ti2,Timer:TimerState,privato,si,,4542000,{30}
classe,Stazione.LdS,1,MainClass_C1,33,timer,mainclass_c1_restoreti_ti3,Timer:TimerState,pubblico,si,,113000,{32}
classe,Stazione.LdS,1,MainClass_C1,35,timer,mainclass_c1_restoreti_ti4,Timer:TimerState,protetto,si,,40542000,{34}
classe,Stazione.LdS,1,MainClass_C1,37,timer,mainclass_c1_restoreti_ti5,Timer:TimerState,pubblico,si,,5000,{36}
classe,Stazione.LdS,1,MainClass_C1,38,timer,mainclass_c1_timer_t3,Timer:TimerState,pubblico,si,,1000,{}
classe,Stazione.LdS,1,MainClass_C1,28,variabile ripristino,mainclass_c1_restoreti_ti1_restore,Timer:TimerState,protetto,si,,130000,{29}
classe,Stazione.LdS,1,MainClass_C1,30,variabile ripristino,mainclass_c1_restoreti_ti2_restore,Timer:TimerState,privato,si,,4542000,{31}
classe,Stazione.LdS,1,MainClass_C1,32,variabile ripristino,mainclass_c1_restoreti_ti3_restore,Timer:TimerState,protetto,si,,113000,{33}
classe,Stazione.LdS,1,MainClass_C1,34,variabile ripristino,mainclass_c1_restoreti_ti4_restore,Timer:TimerState,protetto,si,,40542000,{35}
classe,Stazione.LdS,1,MainClass_C1,36,variabile ripristino,mainclass_c1_restoreti_ti5_restore,Timer:TimerState,protetto,si,,5000,{37}
classe,Stazione.LdS,1,MainClass_C1,39,contatore,mainclass_c1_contatore_co2,Counter,pubblico,si,,0,
classe,Stazione.LdS,1,MainClass_C1,,comando automatico,eventMainclass_c1_command_comm6,,pubblico,no,{},,
classe,Stazione.LdS,1,MainClass_C1,40,comando manuale leggero,eventMainclass_c1_command_comm1,,pubblico,si,,,{41}
classe,Stazione.LdS,1,MainClass_C1,42,comando manuale leggero,eventMainclass_c1_command_comm9DaSender1f7f1f8e,,pubblico,si,,,{43}
classe,Stazione.LdS,1,MainClass_C1,41,risposta comando manuale,eventMainclass_c1_command_comm1_response,CommandReponse:Enum_response,privato,si,,,{40}
