Tipo elemento,Logica,ID Classe,Classe,ID attributo,Tipologia,Nome attributo,Tipo attributo,Accessibilita,Visibilita,Argomenti,Valore,Riferimenti
classe,Stazione.LdS,1,MainClass_C1,1,stato FSM,stato,Enumerator:Stateenumerator,protetto,si,,,{25}
classe,Stazione.LdS,1,MainClass_C1,,parametro locale,mainclass_c1_parametro_p4,Enumerator:Enumerator_3,pubblico,no,,,
classe,Stazione.LdS,1,MainClass_C1,35,comando manuale pesante,eventMainclass_c1_command_comm1,,pubblico,si,,,{36}
classe,Stazione.LdS,1,MainClass_C1,37,comando manuale pesante,eventMainclass_c1_command_comm10,,pubblico,si,,,{38}
classe,Stazione.LdS,1,MainClass_C1,36,risposta comando manuale,eventMainclass_c1_command_comm1_response,CommandReponse:Enum_response,privato,si,,,{35}
classe,Stazione.LdS,1,MainClass_C1,38,risposta comando manuale,eventMainclass_c1_command_comm10_response,CommandReponse:Enum_response,privato,si,,,{37}
classe,Stazione.LdS,2,SubClass_C2,1,stato FSM,stato,Enumerator:Stateenumerator,protetto,si,,,{3}
classe,Stazione.LdS,2,SubClass_C2,,parametro locale,subclass_c2_parametro_p8,BasicType:Integer,pubblico,no,,,
classe,Stazione.LdS,2,SubClass_C2,29,variabile,subclass_c2_variabile_v5,BasicType:Boolean,privato,si,,,{}
classe,Stazione.LdS,2,SubClass_C2,30,variabile,subclass_c2_variabile_v9,BasicType:Boolean,pubblico,si,,,{}
classe,Stazione.LdS,2,SubClass_C2,2,controllo input,consdef,BasicType:Boolean,pubblico,si,,true,{}
classe,Stazione.LdS,2,SubClass_C2,9,controllo input,subclass_c2_controllo_c3,BasicType:Boolean,pubblico,si,,false,{}
classe,Stazione.LdS,2,SubClass_C2,10,controllo input,subclass_c2_controllo_c9,Enumerator:Enumerator_3,privato,si,,rossogiallo,{}
classe,Stazione.LdS,2,SubClass_C2,33,timer,subclass_c2_timer_t3,Timer:TimerState,pubblico,si,,3000,{}
classe,Stazione.LdS,2,SubClass_C2,34,timer,subclass_c2_timer_t5,Timer:TimerState,pubblico,si,,45000,{}
classe,Stazione.LdS,2,SubClass_C2,35,timer,subclass_c2_timer_t7,Timer:TimerState,privato,si,,4403000,{}
classe,Stazione.LdS,2,SubClass_C2,36,timer,subclass_c2_timer_t8,Timer:TimerState,protetto,si,,5215000,{}
classe,Stazione.LdS,2,SubClass_C2,37,timer,subclass_c2_timer_t9,Timer:TimerState,pubblico,si,,3000,{}
classe,Stazione.LdS,2,SubClass_C2,38,contatore,subclass_c2_contatore_co10,Counter,privato,si,,0,
classe,Stazione.LdS,2,SubClass_C2,39,comando manuale pesante,eventSubclass_c2_command_comm4,,pubblico,si,,,{40}
classe,Stazione.LdS,2,SubClass_C2,40,risposta comando manuale,eventSubclass_c2_command_comm4_response,CommandReponse:Enum_response,privato,si,,,{39}
classe,Stazione.LdS,3,SubClass_C3,1,stato FSM,stato,Enumerator:Stateenumerator,protetto,si,,,{3}
classe,Stazione.LdS,3,SubClass_C3,,parametro locale,subclass_c3_parametro_p1,BasicType:Integer,pubblico,no,,,
classe,Stazione.LdS,3,SubClass_C3,,parametro locale,subclass_c3_parametro_p9,BasicType:Boolean,pubblico,no,,,
classe,Stazione.LdS,3,SubClass_C3,58,comando manuale pesante,eventSubclass_c3_command_comm10DaSender99fab08d,,pubblico,si,,,{59}
classe,Stazione.LdS,3,SubClass_C3,60,comando manuale pesante,eventSubclass_c3_command_comm6,,pubblico,si,,,{61}
classe,Stazione.LdS,3,SubClass_C3,59,risposta comando manuale,eventSubclass_c3_command_comm10DaSender99fab08d_response,CommandReponse:Enum_response,privato,si,,,{58}
classe,Stazione.LdS,3,SubClass_C3,61,risposta comando manuale,eventSubclass_c3_command_comm6_response,CommandReponse:Enum_response,privato,si,,,{60}
