Tipo elemento,Logica,ID Classe,Classe,ID attributo,Tipologia,Nome attributo,Tipo attributo,Accessibilita,Visibilita,Argomenti,Valore,Riferimenti
classe,Stazione.LdS,1,MainClass_C1,1,stato FSM,stato,Enumerator:Stateenumerator,protetto,si,,,{39}
classe,Stazione.LdS,1,MainClass_C1,,parametro locale,mainclass_c1_parametro_p1,BasicType:Boolean,privato,no,,,
classe,Stazione.LdS,1,MainClass_C1,,parametro locale,mainclass_c1_parametro_p4,Enumerator:Enumerator_4,pubblico,no,,,
classe,Stazione.LdS,1,MainClass_C1,,parametro locale,mainclass_c1_parametro_p5,BasicType:Boolean,privato,no,,,
classe,Stazione.LdS,1,MainClass_C1,,parametro locale,mainclass_c1_parametro_p8,BasicType:Boolean,pubblico,no,,,
classe,Stazione.LdS,1,MainClass_C1,,parametro locale,mainclass_c1_parametro_p9,BasicType:Integer,pubblico,no,,,
classe,Stazione.LdS,1,MainClass_C1,16,variabile,mainclass_c1_previousva_pv1,Enumerator:Enumerator_3,protetto,si,,,{17}
classe,Stazione.LdS,1,MainClass_C1,18,variabile,mainclass_c1_previousva_pv2,Enumerator:Enumerator_2,privato,si,,,{19}
classe,Stazione.LdS,1,MainClass_C1,20,variabile,mainclass_c1_previousva_pv3,BasicType:Boolean,pubblico,si,,,{21}
classe,Stazione.LdS,1,MainClass_C1,22,variabile,mainclass_c1_previousva_pv4,Enumerator:Enumerator_1,privato,si,,,{23}
classe,Stazione.LdS,1,MainClass_C1,24,variabile,mainclass_c1_restoreva_rv1,Enumerator:Enumerator_1,protetto,si,,,{25}
classe,Stazione.LdS,1,MainClass_C1,26,variabile,mainclass_c1_restoreva_rv2,BasicType:Boolean,pubblico,si,,,{27}
classe,Stazione.LdS,1,MainClass_C1,28,variabile,mainclass_c1_restoreva_rv3,BasicType:Integer,privato,si,,,{29}
classe,Stazione.LdS,1,MainClass_C1,30,variabile,mainclass_c1_restoreva_rv4,Enumerator:Enumerator_4,protetto,si,,,{31}
classe,Stazione.LdS,1,MainClass_C1,32,variabile,mainclass_c1_restoreva_rv5,BasicType:Boolean,protetto,si,,,{33}
classe,Stazione.LdS,1,MainClass_C1,34,variabile,mainclass_c1_variabile_v10,BasicType:Boolean,pubblico,si,,,{}
classe,Stazione.LdS,1,MainClass_C1,35,variabile,mainclass_c1_variabile_v2,BasicType:Integer,pubblico,si,,,{}
classe,Stazione.LdS,1,MainClass_C1,36,variabile,mainclass_c1_variabile_v3,Enumerator:Enumerator_3,pubblico,si,,,{}
classe,Stazione.LdS,1,MainClass_C1,37,variabile,mainclass_c1_variabile_v8,BasicType:Integer,pubblico,si,,,{}
classe,Stazione.LdS,1,MainClass_C1,38,variabile,mainclass_c1_variabile_v9,Enumerator:Enumerator_1,pubblico,si,,,{}
classe,Stazione.LdS,1,MainClass_C1,17,variabile precedente,mainclass_c1_previousva_pv1_prev,Enumerator:Enumerator_3,protetto,si,,,{16}
classe,Stazione.LdS,1,MainClass_C1,19,variabile precedente,mainclass_c1_previousva_pv2_prev,Enumerator:Enumerator_2,privato,si,,,{18}
classe,Stazione.LdS,1,MainClass_C1,21,variabile precedente,mainclass_c1_previousva_pv3_prev,BasicType:Boolean,protetto,si,,,{20}
classe,Stazione.LdS,1,MainClass_C1,23,variabile precedente,mainclass_c1_previousva_pv4_prev,Enumerator:Enumerator_1,privato,si,,,{22}
classe,Stazione.LdS,1,MainClass_C1,9,variabile precedente,mainclass_c1_previousco_c3_prev,BasicType:Boolean,protetto,si,,,{8}
classe,Stazione.LdS,1,MainClass_C1,11,variabile precedente,mainclass_c1_previousco_c5_prev,BasicType:Boolean,protetto,si,,,{10}
classe,Stazione.LdS,1,MainClass_C1,13,variabile precedente,mainclass_c1_previousco_c6_prev,Enumerator:Enumerator_3,privato,si,,,{12}
classe,Stazione.LdS,1,MainClass_C1,15,variabile precedente,mainclass_c1_previousco_c8_prev,BasicType:Boolean,privato,si,,,{14}
classe,Stazione.LdS,1,MainClass_C1,25,variabile ripristino,mainclass_c1_restoreva_rv1_restore,Enumerator:Enumerator_1,protetto,si,,,{24}
classe,Stazione.LdS,1,MainClass_C1,27,variabile ripristino,mainclass_c1_restoreva_rv2_restore,BasicType:Boolean,protetto,si,,,{26}
classe,Stazione.LdS,1,MainClass_C1,29,variabile ripristino,mainclass_c1_restoreva_rv3_restore,BasicType:Integer,privato,si,,,{28}
classe,Stazione.LdS,1,MainClass_C1,31,variabile ripristino,mainclass_c1_restoreva_rv4_restore,Enumerator:Enumerator_4,protetto,si,,,{30}
classe,Stazione.LdS,1,MainClass_C1,33,variabile ripristino,mainclass_c1_restoreva_rv5_restore,BasicType:Boolean,protetto,si,,,{32}
classe,Stazione.LdS,1,MainClass_C1,39,variabile ripristino,stato_restore,Enumerator:Stateenumerator,protetto,si,,,{1}
classe,Stazione.LdS,1,MainClass_C1,3,comando output,mainclass_c1_comando_c1,BasicType:Boolean,privato,si,,true,
classe,Stazione.LdS,1,MainClass_C1,2,controllo input,consdef,BasicType:Boolean,pubblico,si,,true,{}
classe,Stazione.LdS,1,MainClass_C1,4,controllo input,mainclass_c1_controllo_c10,BasicType:Boolean,pubblico,si,,true,{}
classe,Stazione.LdS,1,MainClass_C1,5,controllo input,mainclass_c1_controllo_c2,Enumerator:Enumerator_4,pubblico,si,,avanzamentox,{}
classe,Stazione.LdS,1,MainClass_C1,6,controllo input,mainclass_c1_controllo_c7,BasicType:Boolean,privato,si,,false,{}
classe,Stazione.LdS,1,MainClass_C1,7,controllo input,mainclass_c1_controllo_c9,Enumerator:Enumerator_1,pubblico,si,,avanzamento,{}
classe,Stazione.LdS,1,MainClass_C1,8,controllo input,mainclass_c1_previousco_c3,BasicType:Boolean,pubblico,si,,true,{9}
classe,Stazione.LdS,1,MainClass_C1,10,controllo input,mainclass_c1_previousco_c5,BasicType:Boolean,pubblico,si,,false,{11}
classe,Stazione.LdS,1,MainClass_C1,12,controllo input,mainclass_c1_previousco_c6,Enumerator:Enumerator_3,privato,si,,c270xx,{13}
classe,Stazione.LdS,1,MainClass_C1,14,controllo input,mainclass_c1_previousco_c8,BasicType:Boolean,privato,si,,false,{15}
classe,Stazione.LdS,1,MainClass_C1,41,timer,mainclass_c1_restoreti_ti1,Timer:TimerState,protetto,si,,1325000,{40}
classe,Stazione.LdS,1,MainClass_C1,43,timer,mainclass_c1_restoreti_ti2,Timer:TimerState,pubblico,si,,50000,{42}
classe,Stazione.LdS,1,MainClass_C1,45,timer,mainclass_c1_restoreti_ti3,Timer:TimerState,privato,si,,3413000,{44}
classe,Stazione.LdS,1,MainClass_C1,47,timer,mainclass_c1_restoreti_ti4,Timer:TimerState,pubblico,si,,32000,{46}
classe,Stazione.LdS,1,MainClass_C1,49,timer,mainclass_c1_restoreti_ti5,Timer:TimerState,protetto,si,,55000,{48}
classe,Stazione.LdS,1,MainClass_C1,50,timer,mainclass_c1_timer_t5,Timer:TimerState,pubblico,si,,41000,{}
classe,Stazione.LdS,1,MainClass_C1,40,variabile ripristino,mainclass_c1_restoreti_ti1_restore,Timer:TimerState,protetto,si,,1325000,{41}
classe,Stazione.LdS,1,MainClass_C1,42,variabile ripristino,mainclass_c1_restoreti_ti2_restore,Timer:TimerState,protetto,si,,50000,{43}
classe,Stazione.LdS,1,MainClass_C1,44,variabile ripristino,mainclass_c1_restoreti_ti3_restore,Timer:TimerState,privato,si,,3413000,{45}
classe,Stazione.LdS,1,MainClass_C1,46,variabile ripristino,mainclass_c1_restoreti_ti4_restore,Timer:TimerState,protetto,si,,32000,{47}
classe,Stazione.LdS,1,MainClass_C1,48,variabile ripristino,mainclass_c1_restoreti_ti5_restore,Timer:TimerState,protetto,si,,55000,{49}
