Tipo elemento,Logica,ID Classe,Classe,ID attributo,Tipologia,Nome attributo,Tipo attributo,Accessibilita,Visibilita,Argomenti,Valore,Riferimenti
classe,Stazione.LdS,1,MainClass_C1,1,stato FSM,stato,Enumerator:Stateenumerator,protetto,si,,,{25}
classe,Stazione.LdS,1,MainClass_C1,,parametro locale,mainclass_c1_parametro_p1,BasicType:Integer,pubblico,no,,,
classe,Stazione.LdS,1,MainClass_C1,,parametro locale,mainclass_c1_parametro_p3,BasicType:Integer,pubblico,no,,,
classe,Stazione.LdS,1,MainClass_C1,,parametro locale,mainclass_c1_parametro_p4,Enumerator:Enumerator_2,pubblico,no,,,
classe,Stazione.LdS,1,MainClass_C1,,parametro locale,mainclass_c1_parametro_p6,Enumerator:Enumerator_2,pubblico,no,,,
classe,Stazione.LdS,1,MainClass_C1,,parametro locale,mainclass_c1_parametro_p8,BasicType:Integer,pubblico,no,,,
classe,Stazione.LdS,1,MainClass_C1,35,comando manuale pesante,eventMainclass_c1_command_comm1DaSender1500ffbc,,pubblico,si,,,{36}
classe,Stazione.LdS,1,MainClass_C1,37,comando manuale pesante,eventMainclass_c1_command_comm6,,pubblico,si,,,{38}
classe,Stazione.LdS,1,MainClass_C1,36,risposta comando manuale,eventMainclass_c1_command_comm1DaSender1500ffbc_response,CommandReponse:Enum_response,privato,si,,,{35}
classe,Stazione.LdS,1,MainClass_C1,38,risposta comando manuale,eventMainclass_c1_command_comm6_response,CommandReponse:Enum_response,privato,si,,,{37}
classe,Stazione.LdS,2,SubClass_C2,1,stato FSM,stato,Enumerator:Stateenumerator,protetto,si,,,{3}
classe,Stazione.LdS,2,SubClass_C2,,parametro locale,subclass_c2_parametro_p5,BasicType:Integer,privato,no,,,
classe,Stazione.LdS,2,SubClass_C2,,parametro locale,subclass_c2_parametro_p7,BasicType:Integer,pubblico,no,,,
classe,Stazione.LdS,2,SubClass_C2,45,comando manuale pesante,eventSubclass_c2_command_comm3DaSender28d36a78,,pubblico,si,,,{46}
classe,Stazione.LdS,2,SubClass_C2,46,risposta comando manuale,eventSubclass_c2_command_comm3DaSender28d36a78_response,CommandReponse:Enum_response,privato,si,,,{45}
