Tipo elemento,Logica,ID Classe,Classe,ID attributo,Tipologia,Nome attributo,Tipo attributo,Accessibilita,Visibilita,Argomenti,Valore,Riferimenti
classe,Stazione.LdS,1,MainClass_C1,1,stato FSM,stato,Enumerator:Stateenumerator,protetto,si,,,{28}
classe,Stazione.LdS,1,MainClass_C1,,parametro locale,mainclass_c1_parametro_p10,Enumerator:Enumerator_1,pubblico,no,,,
classe,Stazione.LdS,1,MainClass_C1,,parametro locale,mainclass_c1_parametro_p6,BasicType:Boolean,privato,no,,,
classe,Stazione.LdS,1,MainClass_C1,,parametro locale,mainclass_c1_parametro_p8,Enumerator:Enumerator_2,pubblico,no,,,
classe,Stazione.LdS,1,MainClass_C1,16,variabile,mainclass_c1_previousva_pv1,Enumerator:Enumerator_1,pubblico,si,,,{17}
classe,Stazione.LdS,1,MainClass_C1,18,variabile,mainclass_c1_previousva_pv2,BasicType:Boolean,pubblico,si,,,{19}
classe,Stazione.LdS,1,MainClass_C1,20,variabile,mainclass_c1_previousva_pv3,BasicType:Boolean,pubblico,si,,,{21}
classe,Stazione.LdS,1,MainClass_C1,22,variabile,mainclass_c1_restoreva_rv1,BasicType:Boolean,pubblico,si,,,{23}
classe,Stazione.LdS,1,MainClass_C1,24,variabile,mainclass_c1_variabile_v1,BasicType:Boolean,protetto,si,,,{}
classe,Stazione.LdS,1,MainClass_C1,25,variabile,mainclass_c1_variabile_v2,Enumerator:Enumerator_3,privato,si,,,{}
classe,Stazione.LdS,1,MainClass_C1,26,variabile,mainclass_c1_variabile_v4,BasicType:Boolean,protetto,si,,,{}
classe,Stazione.LdS,1,MainClass_C1,27,variabile,mainclass_c1_variabile_v8,BasicType:Integer,protetto,si,,,{}
classe,Stazione.LdS,1,MainClass_C1,17,variabile precedente,mainclass_c1_previousva_pv1_prev,Enumerator:Enumerator_1,protetto,si,,,{16}
classe,Stazione.LdS,1,MainClass_C1,19,variabile precedente,mainclass_c1_previousva_pv2_prev,BasicType:Boolean,protetto,si,,,{18}
classe,Stazione.LdS,1,MainClass_C1,21,variabile precedente,mainclass_c1_previousva_pv3_prev,BasicType:Boolean,protetto,si,,,{20}
classe,Stazione.LdS,1,MainClass_C1,13,variabile precedente,mainclass_c1_previousco_c1_prev,BasicType:Boolean,privato,si,,,{12}
classe,Stazione.LdS,1,MainClass_C1,15,variabile precedente,mainclass_c1_previousco_c8_prev,Enumerator:Enumerator_2,protetto,si,,,{14}
classe,Stazione.LdS,1,MainClass_C1,23,variabile ripristino,mainclass_c1_restoreva_rv1_restore,BasicType:Boolean,protetto,si,,,{22}
classe,Stazione.LdS,1,MainClass_C1,28,variabile ripristino,stato_restore,Enumerator:Stateenumerator,protetto,si,,,{1}
classe,Stazione.LdS,1,MainClass_C1,3,comando output,mainclass_c1_comando_c2,BasicType:Boolean,privato,si,,false,
classe,Stazione.LdS,1,MainClass_C1,4,comando output,mainclass_c1_comando_c4,BasicType:Boolean,privato,si,,true,
classe,Stazione.LdS,1,MainClass_C1,5,comando output,mainclass_c1_comando_c5,Enumerator:Enumerator_3,privato,si,,c270,
classe,Stazione.LdS,1,MainClass_C1,6,comando output,mainclass_c1_comando_c9,Enumerator:Enumerator_4,privato,si,,giallogiallo,
classe,Stazione.LdS,1,MainClass_C1,2,controllo input,consdef,BasicType:Boolean,pubblico,si,,true,{}
classe,Stazione.LdS,1,MainClass_C1,7,controllo input,mainclass_c1_controllo_c10,Enumerator:Enumerator_3,pubblico,si,,c270,{}
classe,Stazione.LdS,1,MainClass_C1,8,controllo input,mainclass_c1_controllo_c3,BasicType:Boolean,pubblico,si,,true,{}
classe,Stazione.LdS,1,MainClass_C1,9,controllo input,mainclass_c1_controllo_c5,BasicType:Boolean,privato,si,,false,{}
classe,Stazione.LdS,1,MainClass_C1,10,controllo input,mainclass_c1_controllo_c6,BasicType:Boolean,pubblico,si,,true,{}
classe,Stazione.LdS,1,MainClass_C1,11,controllo input,mainclass_c1_controllo_c7,Enumerator:Enumerator_3,pubblico,si,,c270,{}
classe,Stazione.LdS,1,MainClass_C1,12,controllo input,mainclass_c1_previousco_c1,BasicType:Boolean,privato,si,,false,{13}
classe,Stazione.LdS,1,MainClass_C1,14,controllo input,mainclass_c1_previousco_c8,Enumerator:Enumerator_2,pubblico,si,,verde,{15}
classe,Stazione.LdS,1,MainClass_C1,30,timer,mainclass_c1_restoreti_ti1,Timer:TimerState,privato,si,,20435000,{29}
classe,Stazione.LdS,1,MainClass_C1,31,timer,mainclass_c1_timer_t8,Timer:TimerState,pubblico,si,,22000,{}
classe,Stazione.LdS,1,MainClass_C1,29,variabile ripristino,mainclass_c1_restoreti_ti1_restore,Timer:TimerState,privato,si,,20435000,{30}
classe,Stazione.LdS,1,MainClass_C1,32,contatore,mainclass_c1_contatore_co5,Counter,protetto,si,,0,
classe,Stazione.LdS,1,MainClass_C1,33,contatore,mainclass_c1_contatore_co9,Counter,pubblico,si,,0,
classe,Stazione.LdS,1,MainClass_C1,,comando automatico,eventMainclass_c1_command_comm3,,pubblico,no,{argomento_ave2=BasicType:Boolean;argomento_ave8=Enumerator:Enumerator_2;argomento_ave9=Enumerator:Enumerator_3},,
classe,Stazione.LdS,1,MainClass_C1,,macro verifica,macroMainclass_c1_macrove_m6,BasicType:Boolean,pubblico,no,{argomento_ave1=Enumerator:Enumerator_4;argomento_ave2=BasicType:Boolean;argomento_ave3=Enumerator:Enumerator_3;argomento_ave8=Enumerator:Enumerator_2;argomento_ave9=Enumerator:Enumerator_4},,
classe,Stazione.LdS,1,MainClass_C1,,macro verifica,macroMainclass_c1_macrove_m9,BasicType:Boolean,pubblico,no,{argomento_ave10=Enumerator:Enumerator_4;argomento_ave7=Enumerator:Enumerator_1},,
classe,Stazione.LdS,1,MainClass_C1,,macro effetto,macroMainclass_c1_macroef_m5,,privato,no,{},,
classe,Stazione.LdS,1,MainClass_C1,,macro effetto,macroMainclass_c1_macroef_m7,,privato,no,{},,
classe,Stazione.LdS,1,MainClass_C1,,macro effetto,macroMainclass_c1_macroef_m8,,privato,no,{argomento_af1=BasicType:Boolean;argomento_af10=Enumerator:Enumerator_2;argomento_af3=Enumerator:Enumerator_3;argomento_af4=BasicType:Boolean;argomento_af5=Enumerator:Enumerator_2;argomento_af6=Enumerator:Enumerator_4;argomento_af7=Enumerator:Enumerator_1},,
classe,Stazione.LdS,1,MainClass_C1,,macro valorizzata,macroMainclass_c1_macrova_m10,BasicType:Boolean,pubblico,no,{argomento_a10=Enumerator:Enumerator_3;argomento_a7=BasicType:Boolean},,
