Logica,ID Classe,Classe,Nome enumerazione,Tipologia,Valori
Stazione.LdS,1,MainClass_C1,Enumerator_0,insieme,{ac=0;c270xx=1}
Stazione.LdS,1,MainClass_C1,Enumerator_1,insieme,{avvio=6;giallox=7}
Stazione.LdS,1,MainClass_C1,Enumerator_2,insieme,{rosso=11;rossogialloaverdea=12}
Stazione.LdS,1,MainClass_C1,Enumerator_3,insieme,{c180=17;rossogialloverde=18}
Stazione.LdS,1,MainClass_C1,Enumerator_4,insieme,{c180x=23;verde=24}
Stazione.LdS,2,SubClass_C2,Enumerator_0,insieme,{c270x=2;avviox=3}
Stazione.LdS,2,SubClass_C2,Enumerator_1,insieme,{avanzamento=8;gialloaverdea=9}
Stazione.LdS,2,SubClass_C2,Enumerator_2,insieme,{c270=13;avanzamentox=14}
Stazione.LdS,2,SubClass_C2,Enumerator_3,insieme,{c75giallo=19;gialloxverdex=20}
Stazione.LdS,2,SubClass_C2,Enumerator_4,insieme,{giallogiallo=25;rossogiallogiallo=26}
Stazione.LdS,3,SubClass_C3,Enumerator_0,insieme,{rossogiallo=4;spento=5}
Stazione.LdS,3,SubClass_C3,Enumerator_1,insieme,{spento=5;rossoverde=10}
Stazione.LdS,3,SubClass_C3,Enumerator_2,insieme,{c120=15;rossogiallox=16}
Stazione.LdS,3,SubClass_C3,Enumerator_3,insieme,{gialloverde=21;c120x=22}
Stazione.LdS,3,SubClass_C3,Enumerator_4,insieme,{rossogialloxverdex=27;ac=0}
Stazione.LdS,1,MainClass_C1,Stateenumerator,insieme,{state1=0;StatoIniziale=1}
Stazione.LdS,2,SubClass_C2,Stateenumerator,insieme,{state1=0;state2=1;state3=2;state4=3;StatoIniziale=4}
Stazione.LdS,3,SubClass_C3,Stateenumerator,insieme,{state1=0;state2=1;state3=2;state4=3;state5=4;StatoIniziale=5}
,,Timer,TimerState,insieme,{Disattivo=0;Attivo=1;Scaduto=2}
