Logica,ID Classe,Classe,Nome enumerazione,Tipologia,Valori
Stazione.LdS,1,MainClass_C1,Enumerator_0,insieme,{c120x=0;rossogialloaverdea=1}
Stazione.LdS,1,MainClass_C1,Enumerator_1,insieme,{avviox=6;c270=7}
Stazione.LdS,1,MainClass_C1,Enumerator_2,insieme,{gialloxverdex=12;avanzamento=13}
Stazione.LdS,1,MainClass_C1,Enumerator_3,insieme,{rossogialloverde=18;rossoverde=19}
Stazione.LdS,1,MainClass_C1,Enumerator_4,insieme,{c180=23;c180x=24}
Stazione.LdS,2,SubClass_C2,Enumerator_0,insieme,{avanzamentox=2;rossogiallo=3}
Stazione.LdS,2,SubClass_C2,Enumerator_1,insieme,{avvio=8;rosso=9}
Stazione.LdS,2,SubClass_C2,Enumerator_2,insieme,{c270xx=14;giallogiallo=15}
Stazione.LdS,2,SubClass_C2,Enumerator_3,insieme,{spento=16;c270x=20}
Stazione.LdS,2,SubClass_C2,Enumerator_4,insieme,{c75giallo=25;c120=26}
Stazione.LdS,3,SubClass_C3,Enumerator_0,insieme,{rossogialloxverdex=4;gialloverde=5}
Stazione.LdS,3,SubClass_C3,Enumerator_1,insieme,{rossogiallox=10;ac=11}
Stazione.LdS,3,SubClass_C3,Enumerator_2,insieme,{spento=16;giallox=17}
Stazione.LdS,3,SubClass_C3,Enumerator_3,insieme,{rossogiallogiallo=21;gialloaverdea=22}
Stazione.LdS,3,SubClass_C3,Enumerator_4,insieme,{verde=27;c120x=0}
Stazione.LdS,4,SubClass_C4,Enumerator_0,insieme,{rossogialloaverdea=1;avviox=6}
Stazione.LdS,4,SubClass_C4,Enumerator_1,insieme,{c270=7;gialloxverdex=12}
Stazione.LdS,4,SubClass_C4,Enumerator_2,insieme,{avanzamento=13;rossogialloverde=18}
Stazione.LdS,4,SubClass_C4,Enumerator_3,insieme,{rossoverde=19;c180=23}
Stazione.LdS,4,SubClass_C4,Enumerator_4,insieme,{c180x=24;avanzamentox=2}
,,CommandResponse,Enum_response,insieme,{LDS_MANCMD_NOOP=0;LDS_MANCMD_PROCESSED=1;LDS_MANCMD_UNEXPECTED=2;LDS_MANCMD_BLOCKED=3}
Stazione.LdS,1,MainClass_C1,Stateenumerator,insieme,{state1=0;StatoIniziale=1}
Stazione.LdS,2,SubClass_C2,Stateenumerator,insieme,{state1=0;StatoIniziale=1}
Stazione.LdS,3,SubClass_C3,Stateenumerator,insieme,{state1=0;StatoIniziale=1}
Stazione.LdS,4,SubClass_C4,Stateenumerator,insieme,{state1=0;state2=1;StatoIniziale=2}
,,Timer,TimerState,insieme,{Disattivo=0;Attivo=1;Scaduto=2}
